LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
AIH41FXV88,61,81837,15021,703,0,2,4.68,12,0.71,Bachelor's,Self-employed,Divorced,Yes,Yes,Education,Yes,0
U8D9DAIQQK,56,145713,120536,403,101,1,3.12,24,0.15,High School,Full-time,Married,No,No,Other,No,0
JW6HWTZDKD,44,108365,65041,448,1,3,6.83,60,0.37,Master's,Unemployed,Divorced,No,Yes,Business,No,1
VH80M08JGN,27,74053,80444,495,117,3,16.9,48,0.15,Bachelor's,Part-time,Single,Yes,No,Other,No,1
X7GAIIF6F5,43,48337,231671,830,3,1,15.9,36,0.38,PhD,Full-time,Divorced,No,Yes,Education,Yes,0
XGJHQ3ZFJF,36,60638,128982,427,9,4,19.14,60,0.22,PhD,Self-employed,Single,Yes,Yes,Business,Yes,0
MCICISRLFQ,56,102674,84171,330,50,2,14.8,12,0.64,Master's,Full-time,Divorced,Yes,Yes,Auto,No,0
P509TC0C3M,20,80452,14579,805,22,4,24.02,60,0.71,Bachelor's,Full-time,Single,No,No,Education,Yes,0
5T9ATKJLPH,62,41459,36346,824,119,2,19.03,36,0.87,Bachelor's,Self-employed,Married,No,Yes,Education,Yes,0
7PC51ILPJS,30,73574,105980,732,62,2,19.66,24,0.57,Bachelor's,Self-employed,Single,No,No,Other,Yes,0
MM5XEBU7ZI,67,112686,32856,506,12,3,18.19,12,0.17,PhD,Full-time,Single,No,Yes,Auto,Yes,0
ZHR67OVXO5,45,36866,48693,656,25,3,11.22,60,0.69,Master's,Unemployed,Divorced,Yes,Yes,Auto,No,0
1ZA1URTWA2,37,44856,8748,753,67,3,20.61,48,0.43,PhD,Part-time,Married,No,Yes,Business,No,0
HX4KFW5BTW,45,103663,222549,794,9,3,11.27,48,0.3,High School,Self-employed,Divorced,Yes,Yes,Auto,No,0
9GFTMACQVE,25,94821,174217,843,59,3,23.54,36,0.34,PhD,Part-time,Divorced,Yes,Yes,Education,Yes,1
SLTT93Y2WB,58,22604,52746,450,39,3,15.14,36,0.52,Master's,Self-employed,Married,No,No,Auto,Yes,0
CHUJ7Q4IF6,56,129759,166120,796,92,3,8.05,60,0.47,Master's,Full-time,Single,No,Yes,Other,Yes,0
VQP9PJXSMB,18,61818,31390,337,95,2,10.29,12,0.11,Master's,Unemployed,Single,No,No,Education,Yes,0
B5XGH0FQ1E,20,108799,189046,762,111,4,14.46,36,0.17,Bachelor's,Unemployed,Single,Yes,Yes,Business,Yes,0
2A8VVBIX7N,30,48943,218349,620,66,2,5.93,12,0.73,High School,Full-time,Divorced,No,No,Education,Yes,0
BLPZP9DMUJ,45,20871,218799,634,105,3,15.67,60,0.73,High School,Unemployed,Married,No,Yes,Education,Yes,0
6TR6T425TP,66,144062,145109,581,64,3,16.73,60,0.76,Master's,Full-time,Single,Yes,No,Auto,No,0
L4ULRGZYFN,42,21265,99282,335,72,1,14,48,0.72,Master's,Full-time,Single,No,Yes,Business,Yes,0
A9H62592SC,50,53067,111292,462,72,3,21.07,36,0.28,Master's,Self-employed,Married,Yes,No,Home,No,0
DJ0GMZ0SIY,55,123249,178586,630,42,1,7.68,36,0.29,Bachelor's,Self-employed,Married,Yes,No,Auto,Yes,0
33ACHVS35U,23,92437,166994,604,2,2,15.82,60,0.72,Master's,Part-time,Married,No,No,Auto,No,0
90HDWHF5SJ,61,104085,65261,728,8,4,18.02,48,0.12,PhD,Part-time,Divorced,Yes,Yes,Education,No,0
8X85XOWW0Q,62,53827,128033,598,100,2,19.37,48,0.29,Bachelor's,Self-employed,Single,No,Yes,Business,No,0
GHQO4YSOVS,49,106471,160262,642,53,1,15.6,48,0.74,Bachelor's,Self-employed,Married,No,Yes,Other,Yes,1
S1LP78A9P8,62,96521,9538,777,93,2,17.17,48,0.65,High School,Self-employed,Married,No,No,Auto,No,0
7MAZ0NORP3,64,78932,186400,608,44,2,7.96,36,0.21,Bachelor's,Unemployed,Married,No,No,Business,Yes,0
4F30REG6OC,38,87969,88490,324,44,4,22.66,60,0.72,PhD,Self-employed,Married,Yes,No,Home,Yes,0
07FQYR7LI4,33,102732,47841,787,111,2,12.07,48,0.46,Master's,Unemployed,Divorced,No,No,Business,Yes,0
1JVPT9WO7Z,38,132032,5437,314,23,4,17.37,24,0.25,PhD,Self-employed,Single,Yes,No,Home,No,0
2CP27VTPK3,28,77002,82577,653,11,1,16.17,24,0.35,High School,Unemployed,Divorced,Yes,Yes,Auto,No,1
XV3HI1SVLY,54,113642,58679,569,82,2,19.85,24,0.15,High School,Part-time,Single,Yes,Yes,Business,No,1
9IYHR19PQ1,53,92113,125018,823,104,4,9.19,48,0.66,High School,Full-time,Married,No,Yes,Education,No,0
HEVNO6RDXX,52,148109,67427,648,98,3,14.21,24,0.75,Bachelor's,Part-time,Divorced,No,Yes,Education,No,0
1XZA858AK0,36,94862,74190,781,54,2,8.3,48,0.87,Bachelor's,Unemployed,Divorced,No,No,Home,Yes,0
G6097FM7KL,37,116214,66346,776,69,2,7.53,60,0.39,PhD,Part-time,Single,Yes,No,Auto,No,0
2JTAV6VA06,35,64809,34647,696,44,3,6.77,48,0.81,Bachelor's,Self-employed,Single,No,Yes,Education,No,0
KLWT74EBZS,64,125704,163780,508,19,1,10.67,36,0.53,High School,Unemployed,Divorced,Yes,Yes,Education,Yes,0
26O6AEWA9J,58,86137,80907,673,82,2,20.61,12,0.15,PhD,Full-time,Married,No,Yes,Business,Yes,1
G5GY8TKVO1,66,29151,248581,763,96,2,5.12,48,0.51,PhD,Unemployed,Divorced,Yes,Yes,Auto,No,0
C1GXRGGOTR,31,25217,57199,714,29,3,12.07,48,0.35,Bachelor's,Unemployed,Married,Yes,Yes,Other,No,0
O547ER79JS,32,63094,101109,403,35,3,9.05,24,0.82,Bachelor's,Full-time,Divorced,Yes,Yes,Education,Yes,0
34YX4HUW94,48,82128,104769,301,20,3,24.21,48,0.61,High School,Part-time,Single,No,Yes,Education,Yes,0
ZBOOTQ4870,18,109479,218820,312,27,1,20.69,60,0.83,Master's,Unemployed,Married,Yes,Yes,Auto,No,1
3JDJ73960Y,20,86051,158886,334,11,2,6.91,36,0.54,High School,Part-time,Divorced,No,No,Other,Yes,0
YWQ7SAE4N4,33,52794,127292,699,104,3,17.51,60,0.81,Master's,Full-time,Divorced,Yes,No,Business,No,0
QD6F0NDU0G,40,85874,107717,480,83,1,2.79,60,0.28,High School,Self-employed,Single,No,No,Business,No,0
S0IVCWQ67O,28,137644,62712,674,98,4,10.06,12,0.73,High School,Unemployed,Divorced,No,Yes,Education,Yes,0
N5NPUCIXV6,29,64773,104508,522,113,3,23.97,48,0.63,PhD,Full-time,Married,Yes,Yes,Education,No,0
LZBOU0SB55,27,148529,170260,613,100,3,22.31,24,0.84,PhD,Unemployed,Married,No,Yes,Business,No,0
KEDPVEC4Q9,49,139868,22175,729,105,3,8.67,36,0.68,Master's,Self-employed,Divorced,Yes,Yes,Home,No,0
NPLUYVYLAL,33,77424,119238,587,35,4,5.17,60,0.84,PhD,Part-time,Married,No,Yes,Business,Yes,0
P9L4U6L4KB,25,80934,249065,364,33,1,11.51,60,0.85,Master's,Unemployed,Divorced,No,No,Auto,Yes,1
F3XMK94G5Y,55,143526,155897,650,39,3,24.21,12,0.82,High School,Unemployed,Single,Yes,No,Other,No,0
J8KDPTH8S9,29,96978,108525,418,91,3,14.12,60,0.18,High School,Part-time,Single,Yes,No,Home,Yes,0
2SZB6JY89D,41,102768,13009,448,106,4,4.87,12,0.11,PhD,Part-time,Married,No,Yes,Auto,Yes,0
M76N3EYBYB,45,63714,56950,347,82,1,14.18,24,0.23,Bachelor's,Self-employed,Single,Yes,No,Education,Yes,0
667LCFWAML,25,92519,143101,497,9,4,3.35,12,0.28,Bachelor's,Unemployed,Single,Yes,Yes,Education,No,0
CKYU6HQ5CS,45,140979,166309,697,55,2,5.71,12,0.45,Master's,Unemployed,Married,No,No,Auto,Yes,0
XJ3I7E8RMB,53,117017,161694,499,73,3,7.08,60,0.35,High School,Part-time,Divorced,Yes,Yes,Other,No,0
TU6BEZ9IT1,43,47632,160079,365,15,2,11.07,12,0.81,Bachelor's,Full-time,Married,No,No,Other,No,0
FR62UCAPU9,25,143591,245032,319,45,1,5.98,36,0.41,High School,Self-employed,Divorced,No,Yes,Education,No,0
WWU7YMGODJ,67,83790,232334,845,4,3,23.65,36,0.65,Master's,Unemployed,Married,No,Yes,Education,No,0
WC18CXDEQA,45,146632,72902,839,11,4,3.98,24,0.78,High School,Self-employed,Single,Yes,No,Education,No,0
P0N8T0L3V4,45,143041,114534,732,23,2,9.66,48,0.22,High School,Full-time,Married,Yes,Yes,Business,Yes,0
T32ZCPKZPG,54,46207,214263,582,91,4,11.07,60,0.74,PhD,Unemployed,Divorced,No,No,Other,No,0
HLZYYBI0DV,58,52081,48043,593,51,4,23.45,12,0.25,High School,Full-time,Married,Yes,Yes,Auto,Yes,0
HMVT02HG9C,53,135175,182663,474,48,4,23.93,12,0.26,Master's,Full-time,Married,Yes,No,Education,No,0
6CUKN44RX2,44,85831,214662,749,39,1,5.29,48,0.13,Bachelor's,Full-time,Divorced,No,No,Business,Yes,0
FQTGEG3E5C,34,67581,160023,583,68,1,11.52,60,0.84,High School,Self-employed,Married,No,Yes,Business,Yes,0
6DXSUN6BJH,26,138475,225937,495,33,1,20.16,36,0.6,Bachelor's,Unemployed,Divorced,No,Yes,Home,No,1
BGQUWBWTPZ,50,41553,124863,340,106,2,10.29,24,0.15,PhD,Full-time,Single,No,No,Auto,Yes,0
4E5Z8UDYI8,37,57716,246815,713,67,3,23.45,60,0.9,PhD,Unemployed,Married,No,No,Business,No,0
LAELVCWEOV,30,117642,76263,819,103,4,7.59,48,0.65,Bachelor's,Part-time,Divorced,Yes,No,Home,No,0
NXUGONSCVU,45,90796,97171,736,21,4,20.93,24,0.51,Bachelor's,Unemployed,Divorced,Yes,No,Education,No,1
Q54ZEJXO3N,65,97232,149339,373,89,1,24.79,24,0.88,High School,Self-employed,Married,Yes,Yes,Education,Yes,0
SXPN7MZ9S1,46,55412,42767,576,89,3,20,36,0.85,Bachelor's,Unemployed,Married,No,Yes,Other,No,0
RBZXHZFK8C,30,47135,129834,546,43,4,9.18,48,0.48,Master's,Part-time,Divorced,No,Yes,Home,Yes,0
1XE58WB7LK,63,106724,27824,395,58,2,20.37,12,0.59,Master's,Full-time,Single,No,No,Auto,Yes,0
XNRK83ZR6I,52,105415,96009,844,21,3,12.94,12,0.89,Master's,Full-time,Divorced,Yes,No,Education,Yes,0
QF7N49LCOY,23,104341,51096,334,76,4,17.35,48,0.22,Master's,Full-time,Divorced,No,Yes,Other,Yes,1
82ARHQQ5X3,35,30091,29306,441,25,2,18.36,48,0.51,Bachelor's,Part-time,Married,Yes,Yes,Auto,No,1
MP9YDB6UIQ,68,40264,211100,783,9,4,24.06,24,0.18,Master's,Full-time,Divorced,Yes,Yes,Education,Yes,0
AYFCKBIO62,22,72962,46813,743,110,1,23.6,60,0.6,High School,Part-time,Divorced,No,No,Education,Yes,0
CHBOAIQUBE,64,58410,50769,726,69,3,23.1,12,0.75,High School,Self-employed,Single,Yes,No,Home,Yes,0
QP27K95N03,42,83631,163205,585,97,2,20.51,36,0.23,High School,Unemployed,Married,Yes,No,Auto,Yes,0
9QEV8OD47C,19,79808,52498,567,71,1,17.37,48,0.44,High School,Full-time,Divorced,No,No,Auto,Yes,0
L6MQZUEANL,27,36511,47755,579,109,1,7.02,24,0.68,High School,Unemployed,Married,No,No,Auto,Yes,0
Y2YJNJ1WPZ,47,15680,180592,324,115,4,7.36,60,0.58,PhD,Self-employed,Married,No,Yes,Business,No,1
NQS3S0KOCY,67,73442,50302,391,115,1,20.15,36,0.22,Bachelor's,Part-time,Divorced,Yes,Yes,Home,No,0
7JB07CK2KN,62,44530,197209,396,13,1,9.38,60,0.19,High School,Full-time,Single,No,Yes,Home,No,0
QW09CM9FR5,22,49162,99128,487,65,2,11.41,48,0.48,High School,Part-time,Married,No,No,Business,No,0
WA7PW7HQD5,50,57785,72655,495,3,4,3.13,36,0.13,PhD,Full-time,Single,No,No,Business,No,0
N7EZVNI7HA,18,87322,45345,470,109,4,12.4,12,0.85,Bachelor's,Unemployed,Single,Yes,Yes,Business,Yes,0
A5C8AZ9ORQ,35,47163,116882,380,118,2,15.86,12,0.75,Bachelor's,Full-time,Divorced,No,Yes,Other,No,0
WVA4M94KWU,49,52116,56003,544,103,3,22.35,36,0.52,Master's,Part-time,Divorced,Yes,Yes,Auto,Yes,0
WVBRK1XRQ8,64,79437,222086,644,72,2,19.08,36,0.55,PhD,Full-time,Single,No,No,Other,No,0
RNVTGVYAHD,66,53677,6303,739,96,2,19.93,36,0.46,Master's,Unemployed,Single,Yes,No,Business,No,0
RRCUD2B5G6,28,48015,71220,838,7,3,10.26,60,0.58,Bachelor's,Unemployed,Married,Yes,Yes,Business,Yes,0
VH5WBMTWXS,38,55756,68234,586,106,2,14.24,60,0.5,PhD,Part-time,Married,Yes,No,Business,No,0
INFUDIJ98W,43,141475,102656,472,75,1,12.86,48,0.4,High School,Part-time,Single,No,No,Business,No,0
UVJGDO37AS,42,124356,59306,580,53,3,16.07,36,0.18,PhD,Self-employed,Married,No,Yes,Business,Yes,0
X2XZE6US84,39,88630,211642,482,77,1,18.25,48,0.14,Master's,Part-time,Single,Yes,No,Other,No,1
OJ6JOXCPEV,44,57907,52837,742,17,3,16.3,12,0.24,PhD,Full-time,Married,No,No,Other,Yes,0
LVOHK0WJCS,66,95584,17103,651,111,2,20.46,36,0.83,Bachelor's,Part-time,Divorced,Yes,Yes,Business,Yes,0
G5RZYYS1VE,30,111951,128924,571,108,4,14.64,48,0.83,PhD,Self-employed,Married,Yes,Yes,Business,No,1
EB2K9NB6U5,50,109753,12255,705,13,1,24.8,36,0.64,PhD,Full-time,Single,Yes,No,Business,Yes,0
BFMVE3PSU7,51,48730,129747,644,84,1,7.19,36,0.42,Master's,Self-employed,Single,No,Yes,Education,Yes,0
LDTDW3P2WJ,58,120105,33481,357,35,4,9.1,36,0.1,Master's,Full-time,Single,No,Yes,Other,Yes,0
7FXWZ961DJ,52,82693,175342,652,103,1,4.25,60,0.64,Master's,Part-time,Single,Yes,No,Other,Yes,0
L1FAXHEYLL,18,44561,161559,489,6,4,13.18,24,0.32,PhD,Self-employed,Married,Yes,Yes,Education,No,0
UUBV6A9UCQ,38,125893,130411,464,59,1,8.25,36,0.75,Master's,Part-time,Married,No,No,Auto,Yes,0
L4046DB8T4,65,42267,45025,502,32,2,14.57,60,0.64,PhD,Part-time,Married,No,No,Other,Yes,0
GCKJ2DZWT8,23,134044,55689,337,26,3,24.71,36,0.13,PhD,Part-time,Single,No,Yes,Home,Yes,0
LT7YZPQNH2,45,136240,176245,767,71,2,17.09,36,0.58,Bachelor's,Unemployed,Single,No,Yes,Auto,Yes,0
TM1JYKMGPC,34,50507,215386,553,3,4,13.72,12,0.54,Bachelor's,Unemployed,Divorced,No,No,Home,Yes,0
BIJ33RK9UP,22,60971,230813,818,81,4,8.07,48,0.32,PhD,Full-time,Divorced,No,No,Other,Yes,0
WU1IYZ7N2J,48,61663,63615,529,31,4,12.68,12,0.42,PhD,Self-employed,Married,No,Yes,Home,No,0
WRQCZFXM3D,22,85916,116026,365,85,4,12.67,36,0.15,High School,Self-employed,Divorced,No,Yes,Education,Yes,0
MXJ3CYE2KL,55,64817,110040,713,106,3,8.86,60,0.77,PhD,Part-time,Divorced,No,Yes,Education,Yes,0
7C2BCFZDVJ,20,123797,61278,507,45,3,7.1,12,0.73,Master's,Unemployed,Divorced,Yes,Yes,Business,No,1
QNSVR3LAH5,40,98903,158273,384,47,3,6.98,60,0.69,Bachelor's,Self-employed,Divorced,Yes,No,Education,Yes,0
WTJD24BS9Q,54,126649,6974,776,87,1,16.64,48,0.17,Master's,Full-time,Divorced,No,No,Auto,Yes,0
JFBGM2AAM1,54,55006,131307,738,75,2,12.5,36,0.41,Master's,Self-employed,Married,Yes,Yes,Auto,Yes,0
KZRM5KJGIF,27,147407,118919,709,60,4,7.07,24,0.47,Master's,Unemployed,Divorced,Yes,No,Education,No,0
LJSA4K5H5N,27,22526,113973,363,47,2,7.13,24,0.54,High School,Full-time,Single,Yes,No,Other,Yes,0
KNKGIES0K8,36,49690,122050,409,96,4,10.09,36,0.48,PhD,Full-time,Divorced,Yes,No,Education,Yes,1
3Y0CCVARYP,34,18806,91313,510,27,1,4.71,24,0.77,Master's,Unemployed,Single,Yes,No,Business,Yes,0
CWGNVHVQB2,38,32950,212861,727,56,3,13.42,36,0.83,Master's,Full-time,Married,Yes,Yes,Auto,Yes,0
Y9K72ZBBLE,31,17909,120897,694,94,1,23.73,24,0.85,Bachelor's,Unemployed,Divorced,No,No,Other,No,1
F15446REVP,26,121521,74913,423,30,2,9.84,36,0.26,PhD,Full-time,Divorced,No,No,Education,No,0
T6G55LUJX0,63,34543,246500,450,55,3,14.44,60,0.66,PhD,Self-employed,Married,Yes,No,Education,No,0
BPG6VNEA0H,18,33522,42965,540,3,3,17.38,60,0.16,PhD,Full-time,Married,Yes,Yes,Business,No,0
CUOI243XCI,68,85725,10203,704,114,1,20.82,24,0.16,Master's,Unemployed,Married,No,No,Business,Yes,0
7UVPYLN1L1,62,24165,98173,836,87,4,2.68,12,0.23,High School,Unemployed,Divorced,No,No,Business,Yes,0
00XCUCQHRO,30,29979,116667,783,6,1,5.55,48,0.8,High School,Part-time,Married,Yes,No,Business,No,0
JJATNATR17,21,27533,205199,507,80,2,9.79,48,0.77,Master's,Part-time,Single,Yes,No,Other,No,1
IBJ0DV40R3,18,106233,64719,647,42,4,14.09,60,0.58,High School,Unemployed,Divorced,Yes,No,Auto,Yes,0
B2V7RV8XVW,66,105399,194713,428,4,3,9.91,48,0.26,PhD,Unemployed,Single,Yes,No,Other,Yes,0
CYRPL3ZRLZ,57,51459,172290,328,0,2,5.41,24,0.46,Bachelor's,Self-employed,Single,Yes,Yes,Business,No,0
0IGJ9C9Y85,49,18026,167577,690,102,1,13.27,48,0.1,Bachelor's,Self-employed,Married,Yes,Yes,Business,No,0
VVH2SRSBMM,51,27932,234069,785,79,3,21.89,12,0.61,Master's,Self-employed,Single,No,No,Auto,No,0
NPMI355AXQ,45,122415,53027,462,19,2,24.14,12,0.77,Master's,Self-employed,Single,No,Yes,Education,Yes,0
3R4NFM7764,48,96537,182052,539,71,3,19.36,48,0.21,High School,Self-employed,Married,No,Yes,Education,No,0
JCCHSAXEH1,25,71570,185526,531,80,3,16.1,48,0.57,PhD,Full-time,Divorced,Yes,Yes,Home,No,0
E89SKDOFV1,56,130150,97042,519,111,1,13.35,12,0.79,Bachelor's,Part-time,Married,No,Yes,Education,No,0
G6JZDSMIP2,43,25940,123512,849,82,1,19.77,24,0.54,Master's,Full-time,Single,No,Yes,Business,Yes,0
3M197HUJGU,51,148429,23289,603,53,4,9.92,36,0.79,PhD,Part-time,Divorced,No,No,Auto,No,0
BXW370X5JB,20,124823,151232,416,22,2,24.32,36,0.17,PhD,Unemployed,Divorced,Yes,No,Auto,No,1
04WX2OZWL2,67,81752,164618,718,90,2,3.76,12,0.45,PhD,Self-employed,Married,Yes,Yes,Business,No,0
OPIKDZAV2B,29,64941,200048,497,45,4,24.47,36,0.34,PhD,Self-employed,Divorced,No,No,Education,No,1
Y60WAGDF8J,18,65143,106510,591,115,1,23.29,12,0.28,PhD,Unemployed,Married,No,Yes,Business,No,1
41T18LH91R,61,61728,170894,350,8,3,20.53,48,0.8,Master's,Unemployed,Married,Yes,Yes,Auto,No,0
HQVCXRLLPX,22,31338,49030,756,90,3,6.62,60,0.7,Master's,Self-employed,Single,No,No,Education,Yes,0
WPL4G6BWTM,47,130736,106283,806,49,4,24.03,36,0.8,Bachelor's,Self-employed,Married,No,No,Education,Yes,0
57OH00PNFV,47,132650,19145,425,44,3,22.29,12,0.59,PhD,Full-time,Married,Yes,No,Other,Yes,0
TJU8TQJV15,34,72252,162861,314,106,4,12.53,48,0.49,Master's,Unemployed,Married,No,No,Auto,No,0
TWTM4VH7AZ,65,65900,228830,771,115,4,9.22,12,0.67,Master's,Self-employed,Divorced,No,No,Auto,Yes,0
QUF1SUGQY3,64,68381,74812,567,116,1,17.6,24,0.65,PhD,Full-time,Single,No,Yes,Other,Yes,0
D18MVIJHEV,40,120344,56710,717,21,3,7.36,24,0.16,PhD,Unemployed,Divorced,No,Yes,Business,Yes,1
5TASA7ODWK,32,97286,195075,743,28,4,11.91,48,0.79,Master's,Unemployed,Divorced,Yes,Yes,Auto,No,0
IJ0POC7RU5,54,63152,236760,381,19,3,17.87,12,0.37,PhD,Unemployed,Divorced,No,Yes,Education,No,0
TPDDR5A5RU,38,49480,150173,630,50,4,17.59,36,0.45,Bachelor's,Self-employed,Divorced,Yes,No,Auto,No,0
W4WU1VCZ05,31,16294,76789,566,66,1,18.68,60,0.59,Master's,Unemployed,Married,No,Yes,Home,No,1
IW7RWOQ6LX,19,67326,9610,644,34,1,22.4,36,0.31,PhD,Self-employed,Divorced,No,No,Auto,No,0
DZYNJXPC2S,28,56921,174949,627,95,2,20.98,36,0.54,Master's,Unemployed,Married,Yes,No,Other,Yes,1
01LICMLDD1,68,45048,55880,570,6,4,2.7,48,0.65,Master's,Full-time,Divorced,Yes,No,Other,Yes,0
4AXJVR88K6,56,112902,90851,695,25,1,9.83,48,0.58,Bachelor's,Unemployed,Divorced,Yes,Yes,Business,No,0
GZQLWF1W7M,55,147049,63786,635,75,2,11.23,24,0.6,High School,Full-time,Married,Yes,No,Other,Yes,0
5KQIH586TO,51,120208,52698,604,70,1,17.07,60,0.8,Bachelor's,Part-time,Divorced,No,No,Auto,No,0
VSPUV00Q8C,55,145443,5695,549,80,2,2.7,60,0.66,Master's,Full-time,Single,Yes,No,Business,Yes,0
X0YBD89HON,67,64624,115536,593,21,3,16.93,36,0.42,Master's,Part-time,Married,No,Yes,Education,Yes,0
U5XT9KI5TZ,51,57092,228547,376,19,2,7.63,24,0.75,High School,Self-employed,Married,No,Yes,Education,Yes,0
ARP38C897J,35,132208,98136,473,88,1,18.36,24,0.21,High School,Part-time,Single,Yes,Yes,Other,Yes,1
TNTUTKPAVM,47,19313,202375,455,30,3,22.27,36,0.28,Master's,Self-employed,Single,Yes,No,Business,No,0
FHXQGYUL5Y,32,15584,158198,616,8,2,23.36,60,0.8,PhD,Full-time,Divorced,No,No,Home,No,1
WAGPWAVMXF,44,74635,236357,810,38,3,11.81,36,0.82,High School,Self-employed,Married,Yes,Yes,Education,Yes,0
GNVVB6JG9N,68,102833,190723,381,100,2,23.06,60,0.1,Master's,Self-employed,Single,No,Yes,Education,No,0
NI8RVVRXNV,51,38174,89629,809,74,3,16.99,24,0.45,Master's,Full-time,Married,No,No,Home,No,0
7BX8VIMBQH,69,50383,191163,527,71,2,22.12,24,0.25,Master's,Part-time,Married,No,No,Education,Yes,0
93ONS23O5Y,55,144850,181736,701,62,2,9.24,48,0.82,PhD,Unemployed,Divorced,Yes,Yes,Home,No,0
W4NA5AIAFK,50,124259,156838,530,46,3,7.82,24,0.8,Bachelor's,Unemployed,Divorced,No,No,Auto,Yes,0
IK81SLGAUS,41,105153,218518,739,101,4,15.7,48,0.62,Bachelor's,Self-employed,Single,Yes,Yes,Home,Yes,1
B50ERLVGZQ,32,148189,205917,398,50,2,22.45,36,0.26,High School,Self-employed,Single,Yes,No,Other,No,1
VDMB36J68B,47,20253,14928,834,28,3,7.67,24,0.41,High School,Unemployed,Single,Yes,No,Home,Yes,0
Z3289L2NYM,59,25036,196514,496,49,2,13.54,36,0.21,Master's,Unemployed,Single,Yes,Yes,Education,No,0
9KXE58IPJ6,68,101582,220697,563,98,4,18.27,12,0.39,Master's,Part-time,Married,No,Yes,Other,No,0
SUTUBHPG0W,34,113965,38225,535,0,4,19.9,48,0.75,High School,Full-time,Married,No,No,Home,No,0
U5CVH2QNKD,22,43612,13481,630,89,3,24.46,12,0.41,Bachelor's,Self-employed,Divorced,Yes,No,Home,No,0
1OQ59IHI7R,46,78172,238537,565,69,4,9.98,12,0.47,Master's,Part-time,Single,No,No,Auto,Yes,0
KTZ2WEQIAF,21,22313,70105,761,9,1,24.79,12,0.33,PhD,Full-time,Divorced,No,Yes,Business,No,0
05U857DCS0,27,32512,249656,694,80,4,5.88,24,0.65,High School,Self-employed,Married,Yes,No,Other,No,0
GBDI7BJKRQ,34,55207,85918,598,88,3,15.83,36,0.41,Master's,Unemployed,Divorced,No,Yes,Education,No,0
4JDPFDEGAA,27,83958,81253,648,5,4,3.29,12,0.36,High School,Part-time,Single,Yes,Yes,Education,Yes,0
BNYXKSSZ9G,34,75241,191776,757,56,4,20.52,48,0.84,Master's,Part-time,Single,Yes,No,Home,Yes,0
EUEZ77NDQU,37,144295,52486,664,81,4,23.02,48,0.26,PhD,Unemployed,Married,No,No,Auto,Yes,0
TRSSWS586N,41,121235,237736,467,83,2,17.43,60,0.29,Bachelor's,Unemployed,Divorced,No,Yes,Other,No,0
35A5JXBRRS,22,33703,191417,580,65,2,14.85,60,0.69,Master's,Unemployed,Divorced,No,No,Education,Yes,1
PF5NNK7L8B,51,118540,113482,482,117,3,21.58,24,0.54,PhD,Full-time,Married,No,Yes,Other,No,1
UKANRJBY7U,23,33293,128401,599,107,2,16.05,48,0.21,High School,Part-time,Married,No,Yes,Home,Yes,0
JSTGB8GFBM,19,20140,10218,466,39,4,21.57,48,0.48,Bachelor's,Self-employed,Married,No,No,Home,No,0
AKYVU3LVY1,30,82135,199508,369,73,3,4.92,60,0.85,High School,Part-time,Married,Yes,Yes,Other,No,0
8Z61WNMZ9C,60,71107,110862,714,108,4,15.34,36,0.21,Bachelor's,Part-time,Single,Yes,Yes,Other,No,0
TXUG8OPZAG,60,138556,125596,394,47,3,24.77,60,0.21,Master's,Unemployed,Married,No,No,Education,No,0
K6OD3IYNVI,65,78317,132560,493,53,1,5.26,48,0.67,Master's,Part-time,Single,No,Yes,Auto,Yes,0
LYZLWQT4EV,28,138315,199456,660,41,1,23.08,24,0.28,Bachelor's,Full-time,Divorced,No,Yes,Business,No,0
HE4UUXS8QC,68,69465,25216,630,4,3,23,60,0.29,PhD,Full-time,Divorced,Yes,Yes,Auto,Yes,0
F5C0EHO7IE,64,43183,16810,730,41,4,7.73,60,0.32,High School,Part-time,Divorced,Yes,Yes,Home,Yes,0
MW8V9J1VWK,40,133009,98993,714,72,3,18.66,12,0.32,High School,Full-time,Married,Yes,Yes,Auto,No,0
H22RS6N25R,33,21547,231309,450,84,4,22.27,60,0.62,High School,Self-employed,Married,No,Yes,Other,No,1
QB5DYXAWI1,48,106736,9741,739,17,3,9.46,24,0.58,Bachelor's,Part-time,Single,Yes,No,Auto,Yes,0
CFGL5OSWUS,28,83296,33184,760,34,2,22.87,60,0.37,Master's,Full-time,Divorced,Yes,No,Business,No,1
L0NZHHGH57,33,72730,99840,573,21,3,24.43,24,0.18,Master's,Unemployed,Divorced,Yes,No,Other,No,0
7XYH679AJD,25,69824,94071,352,53,2,2.88,12,0.71,Master's,Unemployed,Divorced,No,No,Auto,Yes,0
U23XOGDV2W,21,122350,214060,682,44,2,20.48,48,0.63,Bachelor's,Self-employed,Single,Yes,No,Home,Yes,0
HK92S2CBH3,57,33731,176184,385,30,2,9.1,60,0.48,PhD,Part-time,Married,No,No,Education,Yes,0
5XXHTZ4ZMD,21,123946,5968,399,100,4,10.28,48,0.56,PhD,Unemployed,Single,Yes,No,Other,No,0
GSQYTWXI7E,42,140684,181767,736,28,4,18.49,60,0.27,PhD,Self-employed,Married,No,Yes,Education,No,0
